Wavenumber	B4C	Si	SiB6	SiC
1450.984375	0.057216	0.59167	0.330951	333463.5313
1448.396484	0.056052	0.590679	0.328379	333645
1445.810547	0.054384	0.590381	0.332165	331769.25
1443.220703	0.055448	0.593078	0.323834	330086.8125
1440.632813	0.056739	0.59165	0.328709	328744.2813
1438.042969	0.060045	0.592794	0.327517	327809.9063
1435.451172	0.065307	0.588783	0.320454	327218.625
1432.861328	0.065426	0.587333	0.32134	325408.2188
1430.267578	0.064267	0.589666	0.326515	324438.9375
1427.675781	0.065004	0.586674	0.325751	323544.4063
1425.082031	0.060183	0.582303	0.33197	321099.5625
1422.486328	0.057443	0.579996	0.327667	321674.9375
1419.890625	0.055754	0.575879	0.33006	319753.1875
1417.294922	0.05545	0.577113	0.320487	318829.2188
1414.697266	0.058111	0.571756	0.311302	318249.4063
1412.099609	0.058622	0.571152	0.311779	315916.5625
1409.501953	0.057581	0.573326	0.316798	315702.5313
1406.902344	0.060661	0.578765	0.320544	313736.2813
1404.302734	0.057874	0.577468	0.324126	312844.1563
1401.701172	0.054356	0.579449	0.327614	311528.6875
1399.099609	0.052053	0.575669	0.321516	310678.0625
1396.496094	0.049995	0.570378	0.316882	309563.75
1393.892578	0.049689	0.564722	0.331776	308244.5938
1391.289063	0.049627	0.562153	0.33315	305767.5313
1388.683594	0.046229	0.55491	0.330239	305409.9375
1386.078125	0.047193	0.554981	0.334688	304045.1563
1383.470703	0.045973	0.558882	0.333817	303386.0938
1380.863281	0.045229	0.565116	0.3317	301669.8438
1378.253906	0.046141	0.571916	0.312759	300659.0938
1375.646484	0.046761	0.575646	0.306126	299567.5
1373.035156	0.04617	0.584225	0.313241	299473.6563
1370.425781	0.045535	0.585202	0.309962	298449.0625
1367.8125	0.04145	0.583341	0.321048	297310.1875
1365.201172	0.041028	0.578429	0.329613	296128.875
1362.587891	0.040545	0.577766	0.335642	294667
1359.974609	0.038809	0.574163	0.339919	294739.0938
1357.359375	0.036597	0.567639	0.334198	292815.6875
1354.744141	0.032394	0.565074	0.318197	291409.5938
1352.126953	0.031236	0.566875	0.318801	290295.7188
1349.509766	0.029514	0.563971	0.308443	289205.4375
1346.892578	0.028482	0.570411	0.324322	288341.125
1344.273438	0.030546	0.568777	0.323752	288096.8438
1341.652344	0.029855	0.574616	0.3347	287066.3125
1339.033203	0.028258	0.572616	0.334038	285931.4375
1336.412109	0.023834	0.565665	0.325373	285386.625
1333.789063	0.019001	0.565273	0.312282	283907.7188
1331.166016	0.019615	0.562279	0.308448	283427.625
1328.542969	0.018905	0.560578	0.299478	283229.8438
1325.917969	0.021135	0.565392	0.313579	281551.875
1323.292969	0.024088	0.56789	0.305473	280929.0313
1320.666016	0.026312	0.571117	0.314707	279488.8125
1318.039063	0.026296	0.570492	0.31053	278052.3125
1315.412109	0.023459	0.572109	0.307065	276889.6563
1312.783203	0.019571	0.571649	0.302242	276737.7188
1310.152344	0.018019	0.564187	0.300594	275575.1875
1307.523438	0.014867	0.559108	0.309581	275115.7188
1304.892578	0.01304	0.559328	0.310057	274426.5313
1302.259766	0.015503	0.555584	0.30963	273503.125
1299.626953	0.015321	0.552065	0.318702	272133
1296.994141	0.016012	0.555187	0.316467	270248.25
1294.359375	0.017852	0.557281	0.319016	269759.5938
1291.724609	0.017148	0.555968	0.3138	268706.75
1289.087891	0.019589	0.555216	0.312604	267602.3438
1286.451172	0.01487	0.558636	0.303499	265821.6563
1283.8125	0.01124	0.564442	0.290733	264787
1281.173828	0.009032	0.561814	0.289686	263884.6563
1278.535156	0.006113	0.561784	0.285483	262905.1563
1275.894531	0.003964	0.560718	0.286754	262424.2813
1273.253906	0.003198	0.556681	0.303394	260231.2656
1270.611328	0.005203	0.550657	0.311418	260498.0625
1267.96875	0.00989	0.553328	0.322349	258381.6719
1265.326172	0.008899	0.55524	0.321345	258047.3281
1262.681641	0.010063	0.554975	0.323083	257496.6563
1260.037109	0.008518	0.554084	0.324127	255890.5781
1257.390625	0.005257	0.550831	0.316243	254912.8438
1254.744141	0.001922	0.546677	0.32488	253465.2813
1252.095703	0	0.548212	0.333127	253647.3906
1249.447266	0.00381	0.547431	0.332542	252261.4688
1246.798828	0.005976	0.55081	0.341921	251710.5469
1244.148438	0.007069	0.554755	0.341326	249726.9844
1241.496094	0.009443	0.554702	0.344444	249237.4688
1238.845703	0.009044	0.555419	0.35426	247693.2813
1236.193359	0.006448	0.55551	0.356731	246842.7188
1233.539063	0.011462	0.55151	0.374003	246439.25
1230.884766	0.014336	0.553802	0.384997	245823.1094
1228.230469	0.018154	0.550155	0.398334	244860.8281
1225.574219	0.020673	0.551564	0.416413	244434.6875
1222.916016	0.024859	0.555295	0.432848	243855.4063
1220.259766	0.029465	0.556127	0.459064	243150.375
1217.601563	0.033408	0.551235	0.488444	242524.75
1214.941406	0.038616	0.550252	0.506799	241881.6094
1212.28125	0.048424	0.547748	0.541856	241566.8281
1209.621094	0.054031	0.547361	0.562959	241313.2656
1206.958984	0.058432	0.546494	0.57619	240332.875
1204.294922	0.065144	0.55019	0.605612	239072.3281
1201.632813	0.074914	0.552106	0.631859	238570.9375
1198.96875	0.082781	0.55466	0.656897	237739.5313
1196.302734	0.092868	0.556345	0.679129	237084.0156
1193.636719	0.105174	0.556435	0.701434	235676.8125
1190.96875	0.117769	0.553123	0.733487	235073.8438
1188.302734	0.13177	0.546775	0.758199	234231.2969
1185.632813	0.148036	0.544108	0.788804	232687.5625
1182.964844	0.164648	0.538341	0.833271	233064.6563
1180.292969	0.179874	0.530423	0.8635	232218.75
1177.623047	0.191183	0.529495	0.87868	231222.6406
1174.951172	0.20637	0.540608	0.893487	230210.2656
1172.277344	0.219928	0.539438	0.904871	229160.1563
1169.605469	0.236354	0.541967	0.912491	228307.9688
1166.929688	0.254359	0.543026	0.91419	227934.875
1164.253906	0.272656	0.543817	0.920462	226388.2813
1161.578125	0.289542	0.540762	0.910679	225495.6094
1158.902344	0.307651	0.527452	0.912723	224796.7813
1156.224609	0.324864	0.524262	0.914884	223800.5469
1153.544922	0.340822	0.529731	0.927269	223310.75
1150.865234	0.356474	0.530128	0.942438	221826.6406
1148.185547	0.372686	0.531616	0.93997	221048.5625
1145.503906	0.387902	0.531773	0.912798	220427.5781
1142.822266	0.401129	0.525881	0.879631	219235.5469
1140.138672	0.413602	0.519124	0.837767	218715.1719
1137.455078	0.431691	0.507324	0.811744	216699.9688
1134.771484	0.451722	0.506719	0.794054	217165.875
1132.085938	0.470543	0.505842	0.784871	215909.2188
1129.398438	0.496729	0.510109	0.777722	215416.4531
1126.710938	0.524217	0.508746	0.759125	214757.4219
1124.023438	0.558695	0.507086	0.738508	214127.6094
1121.333984	0.58962	0.507079	0.730867	213513.9531
1118.644531	0.618941	0.503338	0.731071	212146.875
1115.955078	0.653081	0.503023	0.742817	211419.875
1113.263672	0.691573	0.503974	0.765651	210274.3906
1110.570313	0.727023	0.501687	0.799596	210257.8125
1107.876953	0.766911	0.506918	0.816445	209035.375
1105.183594	0.808067	0.511394	0.827176	208310.1406
1102.488281	0.851582	0.509726	0.833399	207708.7188
1099.792969	0.891808	0.516529	0.856295	206853.5313
1097.095703	0.920217	0.511609	0.871742	206389.1719
1094.398438	0.951437	0.513109	0.896545	205979.75
1091.701172	0.975223	0.513247	0.922755	205628
1089.001953	0.987915	0.51183	0.954459	205143.9688
1086.300781	0.996626	0.516854	0.975064	203983.375
1083.601563	0.99882	0.519136	0.979523	202995.6563
1080.898438	1	0.51411	0.987496	202151.0156
1078.197266	0.986169	0.514299	0.990839	201017.3594
1075.492188	0.962338	0.51571	0.998276	201357.5
1072.789063	0.938411	0.518906	1	200075.8906
1070.083984	0.911826	0.516256	0.998249	199326.4688
1067.376953	0.876383	0.516214	0.993662	198689.2656
1064.669922	0.842403	0.52178	0.985796	197815.0781
1061.962891	0.811804	0.520588	0.967946	197112.2344
1059.253906	0.783148	0.515315	0.946989	195724.9375
1056.544922	0.750179	0.516848	0.915915	195112.625
1053.833984	0.723209	0.520374	0.893645	194438.875
1051.123047	0.702483	0.51828	0.86642	193877.0938
1048.412109	0.686733	0.515384	0.841062	192957.0469
1045.699219	0.665364	0.514612	0.797566	191890.125
1042.984375	0.649218	0.518101	0.763693	191029.2656
1040.269531	0.630862	0.51678	0.735542	191088.9375
1037.554688	0.607785	0.514215	0.705973	189558.6094
1034.837891	0.585555	0.515505	0.680393	189071.0469
1032.121094	0.559713	0.514979	0.64881	188366.625
1029.402344	0.542493	0.512911	0.621249	187458.4375
1026.683594	0.523689	0.511194	0.597062	186854.2188
1023.962891	0.514249	0.506082	0.557963	185565.5781
1021.242188	0.511196	0.505664	0.529807	185452.9688
1018.521484	0.510357	0.506769	0.504749	183927.625
1015.798828	0.521385	0.507661	0.484816	183252.6406
1013.076172	0.5349	0.513709	0.475663	182782.7656
1010.351563	0.546323	0.517974	0.452684	182155.3125
1007.626953	0.552392	0.522555	0.442292	181871.3281
1004.900391	0.550028	0.530724	0.434283	180761.2031
1002.173828	0.543324	0.53591	0.422284	181125.0469
999.445313	0.526424	0.542125	0.403	180231.1875
996.716797	0.508744	0.552177	0.392255	180838.625
993.988281	0.491096	0.562688	0.392663	179630.2813
991.257813	0.46665	0.586951	0.399403	179793.3906
988.525391	0.442238	0.610311	0.389806	178681.2813
985.792969	0.413806	0.643951	0.383653	179201.3906
983.060547	0.391359	0.681102	0.377126	179734.8594
980.326172	0.369007	0.716036	0.369169	180563.3281
977.591797	0.343812	0.743298	0.364098	184297.375
974.857422	0.329515	0.768461	0.372704	192538.9688
972.121094	0.311323	0.781275	0.389231	213301.3594
969.382813	0.29402	0.796591	0.402421	244389.75
966.644531	0.279847	0.807873	0.408651	296395.8438
963.90625	0.26323	0.818438	0.416042	332135.1875
961.166016	0.251111	0.823077	0.428536	295794.9063
958.423828	0.239841	0.828505	0.425465	232627.9375
955.683594	0.223572	0.8339	0.428842	199717.5156
952.939453	0.211246	0.833557	0.433419	186295.75
950.197266	0.200727	0.828361	0.428116	180639.0469
947.453125	0.193887	0.818188	0.420155	177782.5313
944.707031	0.182701	0.807467	0.407335	176724.5313
941.960938	0.172418	0.785433	0.40875	175502.4219
939.212891	0.164709	0.76317	0.415485	173415.5938
936.464844	0.160947	0.733572	0.412821	172797.5313
933.716797	0.155929	0.710629	0.423866	172218.9531
930.966797	0.151063	0.680137	0.440581	171586.1719
928.216797	0.148889	0.660076	0.444573	170505.6719
925.464844	0.145725	0.640496	0.445444	169701.1563
922.712891	0.130192	0.631587	0.455649	168540.1563
919.958984	0.119416	0.621121	0.458601	168416.8281
917.205078	0.106914	0.620646	0.466444	167975.8438
914.451172	0.09486	0.612886	0.477187	166796.4688
911.695313	0.082062	0.609733	0.481009	166006.0938
908.9375	0.071687	0.600191	0.488115	165118.25
906.179688	0.065914	0.593912	0.486298	164550.0469
903.421875	0.067811	0.584559	0.486967	163738.4063
900.662109	0.06945	0.578033	0.492346	163356.7031
897.902344	0.085276	0.569487	0.496185	162881.9219
895.140625	0.104094	0.572914	0.515549	161901.2969
892.378906	0.128626	0.569605	0.546766	160982.8438
889.615234	0.150624	0.572059	0.560912	161479.1406
886.851563	0.175697	0.572271	0.576828	160211.3125
884.085938	0.202899	0.571083	0.591242	160079.0625
881.320313	0.232948	0.567407	0.60685	158694.9375
878.554688	0.258799	0.560563	0.616281	157890
875.787109	0.27953	0.556137	0.642341	157304.1719
873.017578	0.293867	0.557609	0.678441	157212.6563
870.248047	0.3036	0.552909	0.717983	156658.9688
867.478516	0.305356	0.552257	0.746435	156110.1094
864.707031	0.308014	0.544411	0.766171	155568.8125
861.935547	0.310794	0.538896	0.772743	155599.6094
859.162109	0.320246	0.537519	0.772496	155761.1094
856.388672	0.334144	0.532368	0.770736	155167.1875
853.613281	0.343258	0.534664	0.770837	155305.2344
850.837891	0.354818	0.539307	0.781466	155654.8281
848.0625	0.363488	0.543203	0.793566	154514.875
845.285156	0.371285	0.542359	0.804486	152560.1406
842.505859	0.384156	0.537453	0.822505	151464.1719
839.726563	0.396069	0.543737	0.830654	150709.8281
836.947266	0.410239	0.547147	0.842196	149102.5469
834.166016	0.423017	0.547953	0.847305	148218.1406
831.384766	0.43514	0.55033	0.848111	146878.6719
828.601563	0.437488	0.552507	0.857446	145368.4531
825.818359	0.435769	0.552161	0.864149	144786.9063
823.033203	0.426978	0.548417	0.869944	143884.3125
820.248047	0.416811	0.544295	0.882138	143546.7969
817.460938	0.406493	0.54096	0.891325	143528.8906
814.673828	0.399678	0.533337	0.901785	142833.7969
811.884766	0.397854	0.533094	0.907215	142712.9531
809.095703	0.402605	0.528162	0.908548	142759.7969
806.306641	0.402524	0.526035	0.913118	145711.5469
803.515625	0.40764	0.529795	0.926091	151384.4375
800.722656	0.41016	0.530386	0.937285	167067.5156
797.929688	0.40994	0.529249	0.947689	184691.8281
795.136719	0.408555	0.523624	0.953798	185492.625
792.341797	0.403529	0.519414	0.967415	187419.1406
789.546875	0.391731	0.521106	0.972696	198154.9531
786.75	0.377698	0.522851	0.959017	202667.7344
783.953125	0.360743	0.520701	0.945151	202537.4063
781.154297	0.348686	0.523255	0.939963	252137.5938
778.355469	0.344973	0.525124	0.929451	430325.0313
775.554688	0.344947	0.521959	0.932773	492855.875
772.753906	0.348408	0.51558	0.923867	338654.0313
769.953125	0.354394	0.508266	0.945799	211415.7969
767.150391	0.358276	0.502902	0.951087	174090.3594
764.345703	0.364033	0.501035	0.958335	159958.5
761.541016	0.365493	0.491316	0.963149	149870.2344
758.736328	0.375529	0.490134	0.958443	144344.7031
755.929688	0.387683	0.49903	0.947586	140722.8125
753.123047	0.396561	0.503946	0.93727	138959.0938
750.314453	0.409902	0.506091	0.91172	136979.2969
747.503906	0.425142	0.506684	0.909876	135690.4531
744.695313	0.438055	0.507583	0.894637	134117.75
741.882813	0.449178	0.501514	0.89388	132757.7188
739.072266	0.461481	0.495045	0.888956	132200.4844
736.257813	0.476515	0.490379	0.878715	131573.375
733.445313	0.48475	0.495621	0.870512	131434.4219
730.630859	0.491996	0.494055	0.865976	132208.6094
727.814453	0.49521	0.492487	0.860306	132192.0313
724.998047	0.491799	0.493581	0.870566	131572.75
722.179688	0.481317	0.500535	0.883027	129275.9375
719.361328	0.466734	0.50405	0.901493	127692.8906
716.542969	0.454428	0.513942	0.908006	126415.8984
713.722656	0.441118	0.51571	0.908379	125411.8516
710.900391	0.425358	0.517732	0.907318	124029.1719
708.080078	0.41341	0.512989	0.888083	123527.9219
705.255859	0.394863	0.506172	0.86183	123056.2031
702.431641	0.373105	0.501039	0.847032	122170.4609
699.607422	0.3562	0.50138	0.837047	122276.4766
696.78125	0.335169	0.503772	0.835488	120990.7578
693.955078	0.316461	0.513826	0.846425	120154.2578
691.126953	0.295624	0.519325	0.85415	119633.9219
688.298828	0.274989	0.518784	0.869234	118575.6406
685.46875	0.256377	0.527668	0.874	117609.9297
682.638672	0.233518	0.525187	0.869734	116959.2734
679.806641	0.216374	0.52845	0.869475	116193.3516
676.974609	0.205817	0.532366	0.879652	114914.1953
674.142578	0.195611	0.532598	0.888695	114527.9531
671.308594	0.190657	0.538798	0.901503	114343.0625
668.472656	0.187381	0.543515	0.909453	113526.0156
665.636719	0.189071	0.544347	0.927376	113412.0625
662.798828	0.193311	0.548065	0.933996	112460.9922
659.960938	0.192498	0.545893	0.923877	112346.5391
657.123047	0.192923	0.549584	0.914399	111490.6328
654.283203	0.188019	0.550265	0.906024	110688.0938
651.443359	0.181557	0.544087	0.876947	110339.3047
648.601563	0.174742	0.543339	0.842236	110033.8281
645.757813	0.163882	0.545818	0.818594	109881.5703
642.914063	0.159296	0.537458	0.783267	109303.8594
640.070313	0.156359	0.522757	0.745254	109264.4063
637.224609	0.155571	0.514837	0.716693	109188.9375
634.378906	0.156715	0.508	0.698253	108582.1016
631.53125	0.154934	0.505227	0.695724	108784.3359
628.683594	0.151513	0.508209	0.691967	108350.9219
625.833984	0.151722	0.514533	0.695256	108559.2031
622.984375	0.148866	0.520957	0.688273	108317.3281
620.132813	0.15099	0.504581	0.669489	108136.1094
617.28125	0.149294	0.473953	0.64288	108197.8047
614.429688	0.151626	0.438601	0.624769	108764.2031
611.574219	0.151744	0.404179	0.609646	109605.2891
608.720703	0.14948	0.382271	0.60928	109657.625
605.865234	0.151042	0.371253	0.618622	108662
603.007813	0.153978	0.371756	0.632151	107407.9609
600.150391	0.15475	0.391258	0.637587	106177.4766
597.291016	0.154021	0.411397	0.650692	105490.9063
594.431641	0.153233	0.424877	0.651258	105116.8984
591.572266	0.155141	0.447388	0.668499	104572.6875
588.710938	0.153924	0.47167	0.670977	104403.6406
585.847656	0.155246	0.497972	0.680443	102954.2344
582.984375	0.15866	0.513916	0.670732	102946.4531
580.121094	0.158394	0.526941	0.659854	102373.0547
577.255859	0.157435	0.548626	0.634804	102012.9297
574.390625	0.158507	0.560342	0.611258	101006.6563
571.523438	0.161252	0.561	0.592084	100639.3281
568.654297	0.162743	0.573805	0.580252	100495.3906
565.787109	0.161723	0.583245	0.560784	100179.8594
562.916016	0.162473	0.59593	0.55023	99231.20313
560.044922	0.163205	0.609371	0.522128	99530.21094
557.173828	0.162573	0.625641	0.520513	99066.39063
554.300781	0.162248	0.650793	0.511015	99049.3125
551.427734	0.1636	0.661267	0.504009	98665.10156
548.552734	0.167921	0.671444	0.50769	98194.14844
545.677734	0.180681	0.690794	0.498736	97661.77344
542.800781	0.209249	0.707166	0.48985	97571.24219
539.923828	0.262538	0.728898	0.480641	96889.07813
537.044922	0.313284	0.754395	0.467756	96547.82031
534.166016	0.339405	0.778274	0.470989	96074.80469
531.285156	0.338805	0.806679	0.465005	95570.82813
528.404297	0.307788	0.827405	0.458388	94754.8125
525.521484	0.257269	0.857212	0.464186	94351.32813
522.638672	0.20172	0.896661	0.465827	93511.94531
519.753906	0.164363	0.943528	0.460245	93480.97656
516.869141	0.152923	0.987441	0.464705	93076.53906
513.984375	0.143536	1	0.455094	92169.92969
511.095703	0.131483	0.953871	0.444095	92096.96094
508.208984	0.123182	0.844869	0.434987	91550.5
505.320313	0.113478	0.67448	0.424218	91064.10156
502.429688	0.107311	0.478171	0.431856	90588.38281
499.539063	0.104295	0.290979	0.447493	90068.00781
496.646484	0.114003	0.143534	0.464027	89551.41406
493.753906	0.140908	0.052388	0.495599	89178.60938
490.861328	0.197171	0.011164	0.518139	88686.8125
487.966797	0.278785	0	0.532549	87972.50781
485.070313	0.348755	0.00748	0.552413	88156.57031
482.173828	0.384592	0.019229	0.563085	87637.07813
479.277344	0.378781	0.033649	0.55388	87084.26563
476.378906	0.332355	0.046727	0.539718	86848.35156
473.478516	0.261087	0.051238	0.524368	86696.21875
470.578125	0.191244	0.054333	0.518627	86072.6875
467.675781	0.148913	0.05538	0.521941	85944.14844
464.773438	0.134295	0.056915	0.532164	85415.14063
461.871094	0.124559	0.063971	0.556665	85405.70313
458.966797	0.118653	0.072868	0.607031	84832.4375
456.0625	0.114289	0.084543	0.64103	84862.76563
453.15625	0.11609	0.100754	0.67085	84386.375
450.248047	0.119814	0.111345	0.688409	84243.95313
447.339844	0.127992	0.120628	0.704399	83532.51563
444.431641	0.132292	0.129998	0.692757	83451.45313
441.521484	0.133612	0.139698	0.672163	83590.35938
438.609375	0.13182	0.153959	0.632128	82951.09375
435.697266	0.130511	0.172607	0.598675	82188.60938
432.785156	0.128478	0.19278	0.558527	82261.67188
429.871094	0.130002	0.204849	0.51262	82140.78125
426.955078	0.132572	0.214189	0.471006	81883.59375
424.039063	0.133673	0.223022	0.446085	81545.10938
421.123047	0.134949	0.230662	0.426913	81088.5625
418.205078	0.135805	0.239197	0.421963	80961.3125
415.287109	0.136177	0.246552	0.404868	80627.71875
412.367188	0.137291	0.261981	0.393646	80617.98438
409.445313	0.137164	0.268193	0.381841	80348.03906
406.523438	0.131857	0.270099	0.364131	80085.10938
403.601563	0.12835	0.271503	0.349353	79725.67969
400.677734	0.119433	0.273616	0.347774	79219.40625
397.753906	0.114744	0.272132	0.358007	78993.82813
394.828125	0.110639	0.275364	0.371381	78874.35156
391.900391	0.110223	0.27953	0.381501	79110.30469
388.972656	0.113424	0.29517	0.393141	78428.09375
386.044922	0.113923	0.302891	0.407688	78211.57031
383.115234	0.113521	0.315396	0.413601	78321.16406
380.185547	0.113803	0.319094	0.420188	77518.72656
377.253906	0.113795	0.323516	0.426079	77106.53906
374.320313	0.116358	0.324271	0.430496	77140.48438
371.386719	0.118617	0.329551	0.425714	76943.4375
368.453125	0.126881	0.334548	0.423444	76899.00781
365.517578	0.137107	0.346623	0.407423	76366.59375
362.580078	0.14546	0.349326	0.410703	76399.83594
359.644531	0.158589	0.347905	0.41814	75845.79688
356.705078	0.168758	0.353912	0.41887	75971.05469
353.765625	0.180377	0.360155	0.416105	75262.70313
350.826172	0.192507	0.369688	0.407584	75136.38281
347.884766	0.200719	0.379144	0.392535	74680.34375
344.941406	0.210446	0.384048	0.371418	74499.89844
341.998047	0.223739	0.38903	0.347172	74279.63281
339.054688	0.239378	0.38998	0.341538	74044.22656
336.109375	0.265393	0.387894	0.344648	73791.99219
333.162109	0.285005	0.393543	0.337665	73558.57813
330.214844	0.305366	0.39553	0.343255	72597.5
327.267578	0.322221	0.401118	0.360469	72495.20313
324.318359	0.329993	0.409636	0.379951	72365
321.369141	0.332562	0.417954	0.394727	72166.22656
318.417969	0.330333	0.425722	0.402701	71447.4375
315.464844	0.321493	0.437885	0.398994	71219.4375
312.511719	0.310792	0.446997	0.383628	71330.21094
309.558594	0.294234	0.458627	0.342789	70677.55469
306.603516	0.278851	0.465367	0.320372	70265.58594
303.646484	0.266577	0.462756	0.300689	70019.64063
300.689453	0.259271	0.459411	0.284851	69700.29688
297.730469	0.257046	0.450857	0.274872	69651.60156
294.771484	0.253565	0.441157	0.275999	69357.07813
291.8125	0.253404	0.432986	0.276107	69240.10156
288.851563	0.252637	0.421145	0.273747	68943.35156
285.888672	0.261206	0.416636	0.266229	68574.21094
282.925781	0.267761	0.411793	0.27338	68510.73438
279.962891	0.274788	0.404824	0.269347	67899.89844
276.996094	0.284098	0.401925	0.265264	67670.5625
274.03125	0.289826	0.401913	0.262573	67591.40625
271.064453	0.290805	0.40693	0.280023	67749.90625
268.095703	0.291188	0.410577	0.286427	68924.125
265.126953	0.282858	0.405309	0.288236	68905.22656
262.15625	0.276841	0.404908	0.287233	67899.78906
259.185547	0.263938	0.407679	0.277382	66881.5625
256.214844	0.248952	0.407369	0.270053	66592.47656
253.240234	0.232713	0.406897	0.26301	66325.42969
250.267578	0.212818	0.400495	0.267704	66470.46094
247.291016	0.19244	0.398349	0.282854	66390.17188
244.316406	0.174323	0.392783	0.29839	66421.65625
241.339844	0.152236	0.388206	0.312079	66912.46875
238.361328	0.134274	0.390391	0.316373	66487.89063
235.382813	0.118858	0.398742	0.315358	66323.75
232.402344	0.107624	0.40051	0.30958	66185.71094
229.421875	0.098463	0.400215	0.292093	65914.40625
226.439453	0.089498	0.389093	0.270785	66265.34375
223.455078	0.083084	0.380864	0.256852	66103.13281
220.472656	0.077764	0.370714	0.248754	66373.32031
217.486328	0.071673	0.364427	0.231586	66249.6875
214.501953	0.064697	0.362915	0.225285	66036.53906
211.513672	0.05518	0.362792	0.220412	66627
208.525391	0.047884	0.363287	0.203315	74549.71094
205.537109	0.042585	0.366683	0.184999	92205.25781
202.546875	0.036956	0.365294	0.165166	89500.36719
199.556641	0.034005	0.368341	0.157497	75964.02344
196.564453	0.0312	0.375467	0.147133	71125.69531
193.570313	0.03083	0.382686	0.13326	70309.94531
190.576172	0.02871	0.38834	0.130235	69322.72656
187.582031	0.026196	0.392606	0.130362	69273.53906
184.585938	0.028195	0.396846	0.133911	69318.66406
181.587891	0.031221	0.400661	0.154116	69672.38281
178.589844	0.031367	0.400989	0.182958	69693.97656
175.591797	0.030469	0.406175	0.212345	70307.39063
172.591797	0.028882	0.411701	0.226417	70722.89063
169.589844	0.027158	0.415135	0.227459	70570.8125
166.587891	0.026737	0.415538	0.199137	70459.625
163.585938	0.029069	0.41213	0.165243	70408.4375
160.580078	0.035237	0.406662	0.11751	69982.79688
157.576172	0.041361	0.407493	0.089271	70034.10938
154.570313	0.044187	0.405977	0.064866	70824.69531
151.5625	0.04585	0.412158	0.052522	72311.40625
148.554688	0.048934	0.414332	0.045809	72146.60938
145.544922	0.051976	0.413509	0.043704	70429.17188
142.535156	0.057104	0.413499	0.033049	68345.79688
139.523438	0.062856	0.408662	0.02568	66823.38281
136.511719	0.068975	0.405817	0.010927	66046.45313
133.498047	0.071948	0.405509	0.009256	65221.91406
130.484375	0.073311	0.402175	0	64006.45313
