Wavenumber	B4C	Si	SiB6	SiC	SiBC
739.072266	53433.36719	16624.91797	16307.12988	132200.4844	3033.953122
736.257813	55708.04688	16730.58594	16305.35742	131573.375	3086.721276
733.445313	58146.48438	16781.0957	16180.08496	131434.4219	3158.936455
730.630859	59529.04297	16795.15234	16208.54785	132208.6094	3222.610732
727.814453	60702.03125	16889.99609	16205.91406	132192.0313	3308.621781
724.998047	60368.86328	16671.44336	16333.75684	131572.75	3379.303962
722.179688	58960.46875	17085.70313	16050.68555	129275.9375	3445.653717
719.361328	57763.21484	17023.34375	16071.15918	127692.8906	3501.404509
716.542969	56272.33594	16906.04492	15981.66211	126415.8984	3553.597122
713.722656	55642.27344	17090.2168	16026.96094	125411.8516	3562.546458
710.900391	54939.95313	17290.2168	16079.31543	124029.1719	3554.767245
708.080078	53525.84375	17583.10156	15973.06445	123527.9219	3538.312859
705.255859	51440.5	17820	16096.24316	123056.2031	3521.316437
702.431641	48959.90234	17985.91406	15786.43457	122170.4609	3513.727902
699.607422	46547.29688	18511.91992	15992.77832	122276.4766	3511.986539
696.78125	44186.69141	18851.78516	15795.55859	120990.7578	3508.931595
693.955078	42358.27344	19375.38672	15802.76563	120154.2578	3505.217898
691.126953	40914.75781	20085.19922	15733.92969	119633.9219	3498.528751
688.298828	39330.76953	20562.9707	15643.92481	118575.6406	3506.944804
685.46875	37662.99219	21076.65234	15394.05371	117609.9297	3479.401523
682.638672	36172.95313	21339.14063	15542.69336	116959.2734	3437.187906
679.806641	34917.87109	21869.88477	15426.3418	116193.3516	3368.116755
676.974609	33433.22656	22235.21094	15139.70801	114914.1953	3269.238512
674.142578	32631.63867	23065.32422	15223.86231	114527.9531	3147.254997
671.308594	32017.57422	23438.83203	15142.12402	114343.0625	3019.278795
668.472656	31373.92773	23591.63281	15059.55566	113526.0156	2904.258737
665.636719	31204.95508	23560.08789	15142.76465	113412.0625	2797.785822
662.798828	30838.69336	23347.02148	15006.48926	112460.9922	2721.4285
659.960938	31136.89648	23642.40625	15021.82422	112346.5391	2672.395328
657.123047	30622.05664	23623.19141	15029.21973	111490.6328	2629.246059
654.283203	30161.25195	23757.17383	14857.89356	110688.0938	2618.301543
651.443359	30087.97656	23854.09961	15106.47363	110339.3047	2599.47167
648.601563	29503.58984	24193.78516	15086.55371	110033.8281	2602.696503
645.757813	29437.60547	24856.9043	15122.05176	109881.5703	2578.721055
642.914063	28990.08398	25639.16016	14970.25293	109303.8594	2556.958259
640.070313	28534.94141	26200.2832	15100.68457	109264.4063	2530.505866
637.224609	28404.30664	26189.91016	15060.57324	109188.9375	2481.087665
634.378906	28169.23047	25811.50586	15037.17481	108582.1016	2432.448152
631.53125	28222.30664	26278.05078	15062.08203	108784.3359	2379.606843
628.683594	27782.03906	27249.88867	14962.32813	108350.9219	2336.693407
625.833984	27812.38281	28518.55273	14921.42773	108559.2031	2298.44192
622.984375	27889.19336	30993.41016	14935.81445	108317.3281	2276.000416
620.132813	28100.98828	33066.76172	14794.10156	108136.1094	2261.663638
617.28125	27781.41797	34610.13281	14577.0918	108197.8047	2250.711265
614.429688	27992.22461	33200.97656	14662.55176	108764.2031	2250.451504
611.574219	27888.39453	29445.80273	14593.77246	109605.2891	2254.270104
608.720703	28003.56055	27519.05859	14483	109657.625	2244.147826
605.865234	27938.30469	26546.9707	14739.98828	108662	2243.327242
603.007813	28096.25391	26507.5918	14810.39453	107407.9609	2247.12283
600.150391	28157.85938	26497.97852	14838.75879	106177.4766	2249.550859
597.291016	28157.32227	26611.68945	14752.53027	105490.9063	2269.985874
594.431641	28092.95703	26988.49023	15174.32324	105116.8984	2287.730179
591.572266	28308.3125	27505.75586	15353.73535	104572.6875	2304.601968
588.710938	28663.31641	28368.67773	15309.35352	104403.6406	2318.014723
585.847656	28651.24023	28928.8125	15383.78516	102954.2344	2328.402072
582.984375	28615.5918	30015.08984	15487.85254	102946.4531	2330.627368
580.121094	28856.66016	30913.85156	15652.0752	102373.0547	2330.136191
577.255859	28832.30078	32153.19727	15805.7168	102012.9297	2313.150788
574.390625	28632.625	33642.07031	15786.54199	101006.6563	2301.064093
571.523438	28903.95313	35617.41016	15977.52832	100639.3281	2288.887933
568.654297	28808.10938	37628.92188	15961.79102	100495.3906	2271.971315
565.787109	28686.17969	40010.33203	16071.5459	100179.8594	2245.412134
562.916016	28931.07422	42494.70313	16086.27246	99231.20313	2217.212859
560.044922	28777.82617	45492.97656	16168.91309	99530.21094	2199.932558
557.173828	29034.70508	49366.79688	16272.38867	99066.39063	2180.392683
554.300781	29460.24023	54033.49609	16337.50195	99049.3125	2159.032636
551.427734	29970.74805	59547.95703	16373.85938	98665.10156	2141.428944
548.552734	30866.1875	66672.07813	16491.07227	98194.14844	2129.946436
545.677734	32180.95117	75284.28125	16309.12988	97661.77344	2113.778064
542.800781	34719.42188	86539.89844	16267.2334	97571.24219	2115.40917
539.923828	39862.69141	102015.875	16398.25781	96889.07813	2115.292453
537.044922	50129.54688	123938.4844	16196.54199	96547.82031	2134.678761
534.166016	63334.71875	158324.5313	16183.36816	96074.80469	2178.396764
531.285156	63286.84766	216366.4688	16116.38672	95570.82813	2263.215223
528.404297	50357.44922	328903.9688	16026.01856	94754.8125	2388.347585
525.521484	39639.77344	576357.9375	15993.82422	94351.32813	2435.086232
522.638672	34353.78906	1030985.25	15812.50586	93511.94531	2338.546855
519.753906	32060.94922	1273532.5	16006.63672	93480.97656	2174.646778
516.869141	30606.68945	780650.125	15801.16602	93076.53906	2033.893226
513.984375	29771.88672	354904.5938	15787.26953	92169.92969	1939.668325
511.095703	29316.05664	173760.7344	16048.75195	92096.96094	1867.658007
508.208984	28771.35742	98317.19531	16259.85059	91550.5	1816.036979
505.320313	28365.47656	61772.41797	16454.36523	91064.10156	1766.763829
502.429688	28584.45703	42511.77344	16380.56738	90588.38281	1719.700543
499.539063	28601.78906	31842.99023	16657.92773	90068.00781	1669.348749
496.646484	29413.59961	25466.80859	16817.52734	89551.41406	1624.095902
493.753906	30855.75781	21201.04102	17111.83984	89178.60938	1585.317414
490.861328	34526.80078	18793.04102	17058.64648	88686.8125	1580.216432
487.966797	41783.91797	16664.74023	17060.75977	87972.50781	1639.156647
485.070313	55868.95703	14912.56152	17139.70898	88156.57031	1793.83608
482.173828	73868.23438	13613.8125	17285.06055	87637.07813	2002.367108
479.277344	77904.0625	12682.62305	17099.85938	87084.26563	2069.349752
476.378906	64132.29688	11895.22949	17025.18164	86848.35156	1896.002486
473.478516	49378.96484	11392.90039	17242.8457	86696.21875	1692.161596
470.578125	39632.10156	10970.20215	17094.90039	86072.6875	1567.620338
467.675781	34447.28125	10396.99121	17070.26563	85944.14844	1507.029761
464.773438	31017.06055	9950.782227	16805.32227	85415.14063	1492.125081
461.871094	28668.05273	9627.145508	16687.79883	85405.70313	1480.662426
458.966797	27224.4375	9445.756836	16489.43359	84832.4375	1482.364771
456.0625	26779.11133	9943.447266	16434.9043	84862.76563	1482.393786
453.15625	26195.58008	10756.51563	16355.46289	84386.375	1485.37658
450.248047	26403.57617	11618.05957	16349.16504	84243.95313	1497.817433
447.339844	26207.39258	12292.47949	16081.53516	83532.51563	1519.723375
444.431641	25984.69336	13128.87305	16147.51465	83451.45313	1553.584278
441.521484	25877.25781	13874.50293	15786.48438	83590.35938	1605.853308
438.609375	25947.6582	14945.98535	15875.7002	82951.09375	1648.017338
435.697266	25634.25391	16119.77539	15790.57715	82188.60938	1683.177125
432.785156	25563.93164	16214.82617	15725.24707	82261.67188	1706.781933
429.871094	25399.2793	16187.98145	15588.74902	82140.78125	1709.752266
426.955078	25537.48438	16194.60059	15677.90234	81883.59375	1716.431
424.039063	25540.98633	16271.51856	15680.39941	81545.10938	1718.703234
421.123047	25616.47656	16052.68262	15792.59863	81088.5625	1728.159719
418.205078	25590.81055	16206.70508	15853.31348	80961.3125	1729.298686
415.287109	25428.11523	16274.11328	15894.28516	80627.71875	1737.829761
412.367188	25322.89258	16458.7793	16043.11133	80617.98438	1742.992218
409.445313	25063.66602	16537.17969	16060.87695	80348.03906	1751.332718
406.523438	24935.52148	16753.29102	16432.01563	80085.10938	1754.576302
403.601563	24527.75391	17050.51563	16382.91504	79725.67969	1757.848977
400.677734	24316.07031	17082.45898	16734.88086	79219.40625	1759.109081
397.753906	24125.89258	17426.38672	16795.97656	78993.82813	1759.041611
394.828125	23848.67578	17664.11914	17022.80469	78874.35156	1763.024342
391.900391	23809.97266	18068.26953	17191.39258	79110.30469	1770.536502
388.972656	23624.41211	18238.16211	17386.33789	78428.09375	1764.1672
386.044922	23711.28906	18545.38086	17508.58789	78211.57031	1777.601901
383.115234	23391.04297	18881.40625	17400.3418	78321.16406	1777.848562
380.185547	23631.48828	19323.84375	17563.44922	77518.72656	1790.255038
377.253906	23484.5957	19687.52344	17626.66602	77106.53906	1795.244529
374.320313	23347.17578	19946.0957	17363.32227	77140.48438	1799.227113
371.386719	23344.49805	20280.3418	17315.76758	76943.4375	1811.446862
368.453125	23623.8125	20684.22266	17363.66016	76899.00781	1815.260968
365.517578	23936.1543	20897.9043	17220.74414	76366.59375	1812.936409
362.580078	24745.49023	21380.48633	17266.92969	76399.83594	1815.058279
359.644531	25280.22852	21607.4043	17045.83398	75845.79688	1819.697629
356.705078	26110.68945	21973.70508	17058.85938	75971.05469	1817.434004
353.765625	26838.5293	22292.97656	17092.28516	75262.70313	1819.334308
350.826172	27440.04102	22807.59375	16883.36719	75136.38281	1810.207066
347.884766	28599.57227	23021.82031	16791.87891	74680.34375	1818.285958
344.941406	29139.75781	23467.01563	17011.43359	74499.89844	1835.025899
341.998047	30495.8457	23830.36914	17104.27734	74279.63281	1851.266805
339.054688	31552.13672	24335.2793	17031.48047	74044.22656	1872.670328
336.109375	32396.35938	24662.43945	17223.5625	73791.99219	1886.940383
333.162109	33503.05859	25316.07422	17178.77148	73558.57813	1916.103358
330.214844	34520.79688	26208.48242	17274.81836	72597.5	1934.659805
327.267578	35376.73047	26548.24414	17453.90039	72495.20313	1943.163371
324.318359	36155.79688	27190.4082	17611.66797	72365	1960.474692
321.369141	36309.79297	28105.85938	17845.5918	72166.22656	1978.391581
318.417969	36280.70313	28639.47656	17944.66602	71447.4375	1990.299505
315.464844	35834.13281	29891.71875	18438.29883	71219.4375	2019.317709
312.511719	35229.55078	30989.04297	18799.53516	71330.21094	2049.25017
309.558594	34082.05859	33236.58984	19108.05664	70677.55469	2082.356857
306.603516	33166.28516	36245.73047	19329.23242	70265.58594	2115.208758
303.646484	32596.16602	38892.57031	19798.05078	70019.64063	2163.548631
300.689453	31840.43164	37352.67188	20104.22852	69700.29688	2190.997661
297.730469	31790.89453	34927.22266	20624.86719	69651.60156	2223.738628
294.771484	31280.93555	33053.41016	20892.53906	69357.07813	2267.23977
291.8125	31370.96289	32028.82031	21018.13867	69240.10156	2302.756961
288.851563	31079.30273	31172.93359	21062.59961	68943.35156	2333.070581
285.888672	30915.28125	30661.13477	21230.25391	68574.21094	2358.461646
282.925781	31312.44336	30048.42578	21287.26367	68510.73438	2394.401418
279.962891	31626.67578	29891.5918	21288.56445	67899.89844	2427.602537
276.996094	32356.37305	29513.94727	21501.49609	67670.5625	2471.592842
274.03125	32912.78516	29011.80078	21665.39258	67591.40625	2526.778247
271.064453	33194.97656	28980.16602	21747.44531	67749.90625	2603.091885
268.095703	33021.28125	28887.90234	21814.27734	68924.125	2688.479801
265.126953	32666.66016	28770.43164	21522.35742	68905.22656	2777.667767
262.15625	32073.21484	28639.57031	21457.05859	67899.78906	2896.845232
259.185547	31796.55273	28504.58203	21401.05664	66881.5625	2992.146615
256.214844	31125.55664	28566.52344	21156.66406	66592.47656	3090.286577
253.240234	30181.71289	28567.87305	21096.58984	66325.42969	3165.346579
250.267578	29415.02734	28386.79688	20733.92969	66470.46094	3214.491584
247.291016	28529.52344	28463.83008	20701.76172	66390.17188	3215.765657
244.316406	27659.73047	28301.38281	20650.29102	66421.65625	3165.386339
241.339844	26482.32031	28455.64648	20540.06836	66912.46875	3099.533752
238.361328	25683.4668	28446.09375	20152.04297	66487.89063	2969.285461
235.382813	24563.72852	28770.56055	19848.19727	66323.75	2845.399803
232.402344	23668.73242	29025.16992	19705.62695	66185.71094	2709.051877
229.421875	22963.86914	28926.52539	19283.04102	65914.40625	2553.802149
226.439453	21889.75586	28361.79883	19317.64648	66265.34375	2431.567992
223.455078	21275.63086	26691.14844	18815.01172	66103.13281	2308.770234
220.472656	20601.5918	26065.54492	18863.98828	66373.32031	2204.875234
217.486328	19974.9043	25810.55273	18951.45313	66249.6875	2121.875374
214.501953	19538.68945	25604.28711	19308.44922	66036.53906	2045.604955
211.513672	19003.16602	25649.25195	19790.74609	66627	2000.027902
208.525391	18535.77148	25794.58594	20050.99609	74549.71094	1962.53388
205.537109	18249.34961	25887.12305	20178.08008	92205.25781	1928.952649
202.546875	17920.47461	25961.20117	20511.59766	89500.36719	1911.464156
199.556641	17647.82031	25908.17383	20425.29883	75964.02344	1889.125589
196.564453	17399.57617	26259.59766	20088.38867	71125.69531	1868.07981
193.570313	17273.44727	26448.73242	19630.58789	70309.94531	1849.697081
190.576172	17135.71094	26804.74023	19411.06445	69322.72656	1821.80525
187.582031	16817.76563	26926.7793	19286.00781	69273.53906	1784.473237
184.585938	16643.55469	27246.49805	19281.19141	69318.66406	1738.518143
181.587891	16676.32813	27392.49023	18848.45508	69672.38281	1681.172371
178.589844	16412.21875	27777.70508	18477.71289	69693.97656	1617.224293
175.591797	16505.89453	28272.69336	18658.22266	70307.39063	1544.678398
172.591797	16320.34668	28626.51367	18702.77539	70722.89063	1480.465566
169.589844	16240.71582	29000.08398	17827.63477	70570.8125	1409.33252
166.587891	16296.04199	29546.61328	16665.78125	70459.625	1345.7168
163.585938	16339.67285	29980.38672	15268.28711	70408.4375	1279.436591
160.580078	16092.83887	30120.09375	14121.38672	69982.79688	1221.018379
157.576172	16191.41016	30758.02734	13196.54395	70034.10938	1164.698111
154.570313	16147.70508	31457.06836	12571.70801	70824.69531	1126.217266
151.5625	16101.53223	31503.8418	11912.37402	72311.40625	1083.12005
148.554688	16261.49316	32327.64648	11247.66406	72146.60938	1044.30061
145.544922	16330.78809	32727.17969	10727.95801	70429.17188	1007.844678
142.535156	16295.39063	32859.83984	10428.68457	68345.79688	977.5379619
139.523438	16427.7207	33413.33984	9961.074219	66823.38281	958.6149627
136.511719	16676.98047	33675.14453	9684.666016	66046.45313	935.7868824
133.498047	16619.09375	34013.92969	9557.783203	65221.91406	905.9957623
130.484375	16714.67969	34218.94922	9358.827148	64006.45313	888.9611357
