Wavenumber	B4C	Si	SiB6	SiC	SiBC
1778.132813	55535.88672	6333.111328	10486.24707	500043.1563	2217.400291
1775.646484	55146.38281	6394.539551	10570.55273	498512.5938	2218.08396
1773.158203	55201.22656	6623.733398	10570.4043	495995.125	2208.119155
1770.669922	55283.14453	6343.500977	10577.28613	495345.4688	2204.786822
1768.179688	54942.24609	6400.850586	10484.74707	494205.0625	2203.800092
1765.689453	54566.40234	6470.212402	10550.87695	493389.5	2206.825803
1763.199219	54664.47266	6489.350586	10614.95801	490859.25	2202.931075
1760.707031	54584.89063	6430.218262	10514.45898	489700.9063	2200.100982
1758.214844	54430.12891	6492.484375	10505.29102	488764.8438	2200.241685
1755.720703	54627.39063	6591.812988	10584.36426	488711.6563	2193.579972
1753.226563	54254.16797	6526.685547	10452.88672	488555.1563	2191.052414
1750.732422	53989.38672	6436.543457	10383.61523	485721.0938	2187.023772
1748.236328	54229.65625	6486.70752	10466.65527	485731.75	2188.623409
1745.740234	54122.25781	6501.788086	10425.45996	484259.125	2179.262825
1743.244141	53936.82422	6531.876465	10540.47266	483528.1563	2182.649251
1740.746094	53981.69531	6610.989746	10354.14844	480453.5	2184.527211
1738.246094	53629.30078	6516.950195	10434.08984	479821.0313	2176.06686
1735.748047	53754.24219	6523.99707	10472.96973	478049.5625	2169.849575
1733.248047	53374.10938	6535.038574	10409.82617	477836.0313	2168.28191
1730.746094	53193.13672	6677.033691	10489.67383	475961.0938	2170.412436
1728.246094	53008.26172	6694.01709	10420.56445	474981.6563	2170.578658
1725.742188	53109.23047	6649.044434	10317.52539	473718	2167.576539
1723.240234	52784.64844	6547.166016	10392.33008	473817.3438	2172.021092
1720.736328	52784.76172	6458.328613	10378.22363	472104.3438	2174.604603
1718.232422	52877.69531	6580.164551	10466.93652	470567.9688	2169.134353
1715.726563	52790.94531	6631.074707	10419.88281	470078.2188	2161.157515
1713.220703	52622.4375	6648.035156	10357.8916	469041	2149.00014
1710.712891	52231.63281	6546.304688	10379.70801	468031.2813	2145.862064
1708.205078	52356.49219	6524.39502	10379.57617	466715.0313	2133.972217
1705.697266	52067.64453	6557.316406	10240.90332	464899.1563	2132.616491
1703.1875	52133.67578	6578.259766	10214.9043	463311.4688	2122.971293
1700.677734	52037.29688	6532.450684	10223.78223	460667.8438	2115.705085
1698.167969	51946.94141	6641.018066	10241.61426	459170.875	2110.96114
1695.65625	51957.17969	6543.449219	10172.82813	457838.9688	2108.114926
1693.144531	51450.90234	6574.319824	10314.06445	454247.75	2104.991276
1690.630859	51629.39844	6541.496582	10313.94141	454093.9688	2091.907908
1688.117188	51615.82813	6591.244629	10281.98926	452851.125	2088.057361
1685.603516	51156.81641	6532.582031	10176.47852	450680.3125	2086.874856
1683.087891	51271.60156	6626.036621	10271.81445	449596.1563	2087.684679
1680.572266	50960.01953	6686.641602	10221.01953	447708.6875	2086.857344
1678.056641	50895.97266	6602.171875	10143.43262	444392.8125	2077.801255
1675.539063	51036.53125	6728.290527	10199.95703	443383.8125	2071.96523
1673.019531	50922.83984	6654.777832	10176.03027	441278.3438	2075.997675
1670.501953	50424.12891	6732.169434	10024.08594	439509.5313	2076.096004
1667.982422	50529.95313	6675.56543	10174.84766	438657.4688	2064.782319
1665.460938	50585.11328	6577.334473	10298.73633	436988.5938	2063.681207
1662.939453	50398.28906	6632.86084	10154.82031	436492.6563	2072.061385
1660.417969	50110.46094	6655.639648	10111.10938	433340.3438	2063.809829
1657.894531	50317.29688	6598.131836	10112.01758	432054.875	2062.035698
1655.371094	50249.58203	6656.570801	10140.66309	431790.5313	2062.080009
1652.847656	50031.35938	6685.260742	10226.73242	431172.7188	2063.434477
1650.322266	50223.15625	6609.971191	10206.80762	429908.6875	2057.052267
1647.796875	50088.20313	6680.228027	10148.29199	428296.9375	2057.754502
1645.269531	49898.89844	6742.524902	10087.83203	426830.5625	2053.203951
1642.742188	49779.93359	6758.290527	10005.64453	423823.8438	2054.423645
1640.214844	50006.15625	6676.143066	10112.38184	424626.125	2047.518355
1637.685547	49957.40625	6681.04248	10105.36621	422404.7188	2048.695147
1635.15625	49844.4375	6829.242676	10029.17285	422788.75	2057.495775
1632.625	49784.87891	6906.215332	10005.3877	421266.625	2051.252212
1630.095703	49691.76953	6801.400879	10131.74414	420910.8438	2050.454216
1627.5625	49770.51563	6714.422363	10089.17773	420737.875	2047.35264
1625.029297	49743.58594	6691.657715	10045.64941	419460.4063	2047.845947
1622.496094	49773.89844	6806.07373	10099.83789	417952.7188	2051.210598
1619.962891	49810.10156	6839.524414	10190.49219	418176.1875	2046.700709
1617.427734	49800.91406	6701.352051	10166.69141	416161.7813	2041.656795
1614.892578	49856.78906	6819.601074	10072.90527	415884.6875	2044.939721
1612.355469	49969.78906	6780.078613	10142.7832	414636.875	2049.046877
1609.818359	49703.37109	6908.083008	10068.76367	413274.5	2049.329439
1607.279297	50016.28906	6804.528809	10036.15625	411291.3438	2051.093105
1604.740234	50210.84375	6934.415527	10007.50684	410316.6563	2054.180021
1602.201172	50174.92188	6894.901367	10100.93945	410387.9375	2055.235462
1599.660156	50021.90625	6805.220215	10045.71289	408072.6563	2057.160764
1597.119141	50192.64453	6862.181641	10090.86719	406723.8438	2061.118264
1594.578125	50092.80859	6909.272461	10116.32227	404506.3438	2059.760168
1592.035156	50350.91406	6915.038086	10068.01953	403633.1875	2061.872179
1589.492188	50424.06641	6859.857422	10066.92383	403245.0938	2065.843879
1586.947266	50534.50391	6942.277344	10059.93262	402210.5938	2070.283649
1584.402344	50334.45703	6846.844238	10039.19043	400682.5625	2066.2395
1581.857422	50854.33984	6915.467285	10083.27246	400976.0313	2082.997089
1579.310547	50401.01953	6946.741699	10017.37402	399980.2813	2076.993663
1576.761719	50310.10938	6942.664551	10038.86035	397843.7188	2080.947199
1574.214844	50161.35938	6883.64502	9985.767578	396332.3438	2079.913892
1571.666016	50265.74219	6953.149414	10023.9209	395332.8438	2078.769581
1569.115234	49742.52344	6991.233887	10019.88672	393614.1563	2076.731902
1566.566406	49865.58203	6949.894043	9932.535156	392946.3125	2085.824715
1564.013672	49722.01563	6854.681641	9977.524414	391477.2188	2088.782275
1561.462891	49503.09766	6964.271484	10005.83106	389427.0625	2096.353308
1558.910156	49337.19141	7098.276855	10083.08398	389321.0625	2102.641272
1556.355469	49546.33984	7009.956543	10175.9541	388204.6875	2109.198941
1553.800781	48872.54688	7105.692871	10109.23242	386751.3125	2123.907132
1551.246094	48964.28516	6971.43457	10051.35645	386423.9375	2134.270469
1548.691406	48367.35547	6973.219727	9970.039063	385261.375	2143.475756
1546.134766	47834.34375	7020.961426	9950.373047	385177.0313	2143.803185
1543.576172	47886.21094	7056.942383	10047.04297	385134.6875	2148.773182
1541.017578	47455.28906	6983.448242	9969.705078	383056.75	2154.971331
1538.458984	47424.1875	6958.845215	9899.251953	382994.4688	2160.490734
1535.898438	46926.26172	7055.361328	9780.984375	381606.8438	2165.297963
1533.337891	46789.88281	6979.978516	9873.676758	380007.1875	2153.284801
1530.777344	46642.83984	7067.642578	9926.292969	378279.5938	2153.04937
1528.214844	46558.32422	7082.069336	9902.767578	378819.625	2148.538586
1525.652344	46250.48047	7095.51123	9857.794922	377294.2813	2138.34358
1523.087891	45936.96484	6940.240234	9946.443359	376571.375	2130.40821
1520.523438	46197.81641	7157.461426	9774.751953	375698.6875	2111.807819
1517.958984	45827.97266	7127.983398	9832.182617	374299.2813	2104.025653
1515.392578	45607.40234	7155.029785	9885.679688	372887.0313	2085.551182
1512.826172	45303.20313	7094.400879	9965.438477	371391.7813	2079.73172
1510.257813	45287.38281	7181.806641	9944.861328	369359	2068.604228
1507.689453	45622.94531	7251.63623	10049.85742	367781.9375	2060.350938
1505.121094	44813.01172	7223.141602	10036.07422	364912.625	2053.89214
1502.550781	44652.39063	7191.745117	9927.941406	362355.2813	2046.780948
1499.980469	45063.66797	7284.84375	9975.466797	361281.4688	2038.830209
1497.408203	44650.29688	7341.913086	9925.744141	357421.0938	2022.884827
1494.835938	44675.47656	7250.248535	9936.306641	355854.6875	2017.292042
1492.261719	44465.51953	7415.137207	9883.708984	354365.9063	2006.819421
1489.6875	44627.67578	7474.053711	9900.102539	353693.8438	2007.088804
1487.113281	44362.5	7474.672852	9937.844727	351749.2188	1994.959057
1484.539063	44247.93359	7482.085449	9767.839844	349598.9688	1994.398049
1481.960938	43939.35547	7645.725586	9861.87793	349616.8125	1992.029297
1479.384766	44039.36328	7517.265625	9966.527344	348368.6563	1993.594322
1476.806641	43898.79688	7718.61377	9875.216797	347416.9688	1985.9878
1474.228516	43638.09375	7706.547852	9857.640625	345049.4063	1982.389546
1471.648438	43438.59766	7759.423828	9964.128906	343355.875	1973.928955
1469.068359	43496.94531	7794.826172	9889.369141	340748.6875	1968.678462
1466.486328	43538.78125	7794.367188	9855.333984	340191.5938	1971.896979
1463.904297	43596.07813	7937.216309	9905.558594	338577.4063	1971.316543
1461.322266	43210.96094	7972.527344	9988.663086	337754.0625	1972.493503
1458.738281	43473.45703	8189.745117	9897.530273	337278.5625	1968.726294
1456.154297	43679.67969	8223.986328	9972.842773	336941.625	1965.503669
1453.570313	43301.64063	8266.910156	9734.769531	334507.2188	1964.074818
1450.984375	43279.60547	8338.80957	9904.829102	333463.5313	1962.187217
1448.396484	43150.29688	8343.973633	9878.583008	333645	1962.612704
1445.810547	43022.03125	8277.632813	9914.1875	331769.25	1954.110794
1443.220703	42739.28906	8236.446289	9886.019531	330086.8125	1954.006573
1440.632813	42744.46484	8248.392578	9995.949219	328744.2813	1946.905613
1438.042969	42758.31641	8325.97168	9863.516602	327809.9063	1951.891998
1435.451172	42390.97656	8129.433594	9820.910156	327218.625	1946.87518
1432.861328	42681.78906	8173.233887	9897.953125	325408.2188	1938.208347
1430.267578	42314.68359	8081.984863	9712.625977	324438.9375	1936.748282
1427.675781	42295.84375	7956.081543	9811.825195	323544.4063	1930.76439
1425.082031	42245.19922	8008.56543	9898.432617	321099.5625	1927.720689
1422.486328	42213.85547	8029.218262	9761.448242	321674.9375	1926.757704
1419.890625	41858.875	7873.583008	9924.109375	319753.1875	1932.986318
1417.294922	41846.91406	7891.373535	9868.083008	318829.2188	1928.21658
1414.697266	41630.87109	7933.218262	9811.12793	318249.4063	1921.153449
1412.099609	41299.47656	7821.058594	9803.285156	315916.5625	1913.913055
1409.501953	41304.99219	7904.264648	9774.280273	315702.5313	1917.539564
1406.902344	41247.02344	7865.274902	9928.022461	313736.2813	1916.021727
1404.302734	40889.11328	7882.072266	9771.12207	312844.1563	1911.660544
1401.701172	40702.50391	7766.217285	9813.274414	311528.6875	1911.483871
1399.099609	40827.3125	7873.354004	9800.630859	310678.0625	1908.063889
1396.496094	40635.05859	7929.512695	9824.493164	309563.75	1921.897057
1393.892578	40315.20313	7856.958984	9647.647461	308244.5938	1905.51396
1391.289063	39971.53906	7900.605957	9724.337891	305767.5313	1914.031824
1388.683594	39728.84766	7967.256348	9680.061523	305409.9375	1903.542295
1386.078125	40055.19531	7888.998047	9671.307617	304045.1563	1906.435974
1383.470703	39825.08203	7830.927246	9678.861328	303386.0938	1902.270276
1380.863281	39753.30078	7887.946289	9582.862305	301669.8438	1908.893012
1378.253906	39667.17578	8058.988281	9571.266602	300659.0938	1905.374866
1375.646484	39332.9375	7969.294922	9691.90332	299567.5	1905.038227
1373.035156	39365.76172	7968.739746	9643.878906	299473.6563	1902.715662
1370.425781	39590.07422	8036.17334	9578.645508	298449.0625	1905.121999
1367.8125	38815.79688	7902.529785	9596.734375	297310.1875	1898.245372
1365.201172	39014.29297	8017.789551	9692.326172	296128.875	1901.011664
1362.587891	38785.97266	8118.625977	9667.314453	294667	1898.157672
1359.974609	38776.80078	8054.895508	9559.110352	294739.0938	1891.122733
1357.359375	38750.42188	8043.789551	9563.791016	292815.6875	1891.593091
1354.744141	38278.64844	8051.805664	9681.250977	291409.5938	1889.383018
1352.126953	38476.96875	8071.28125	9537.786133	290295.7188	1889.398364
1349.509766	38094.39453	8066.862793	9559.657227	289205.4375	1893.967739
1346.892578	38123.61719	8005.150391	9517.535156	288341.125	1892.040503
1344.273438	38008.66797	8098.125	9491.666016	288096.8438	1889.98671
1341.652344	37717.23828	8155.72998	9521.161133	287066.3125	1884.741267
1339.033203	37951.64063	8187.539063	9447.603516	285931.4375	1879.769424
1336.412109	37718.57422	8038.116211	9451.34082	285386.625	1881.913414
1333.789063	37607.68359	8136.680176	9597.133789	283907.7188	1882.453562
1331.166016	37441.57031	8150.351563	9520.755859	283427.625	1890.22209
1328.542969	37324.15234	8305.03418	9498.735352	283229.8438	1907.671193
1325.917969	37041.05859	8207.193359	9397.666992	281551.875	1902.130197
1323.292969	37040.94922	8039.896973	9397.597656	280929.0313	1889.709576
1320.666016	36991.33594	8200.177734	9489.863281	279488.8125	1870.90404
1318.039063	36728.57422	8264.239258	9345.112305	278052.3125	1867.257471
1315.412109	36573.47656	8233.12207	9332.686523	276889.6563	1856.333018
1312.783203	36649.57031	8217.241211	9419.175781	276737.7188	1855.919923
1310.152344	36601.0625	8340.180664	9310.705078	275575.1875	1852.884719
1307.523438	36475.59375	8328.075195	9432.310547	275115.7188	1853.463963
1304.892578	35972.03125	8348.28125	9325.800781	274426.5313	1842.257403
1302.259766	36022.55078	8458.711914	9361.835938	273503.125	1846.473698
1299.626953	36099.61719	8422.836914	9330.426758	272133	1839.019357
1296.994141	35818.75391	8419.257813	9340.803711	270248.25	1833.102771
1294.359375	35788.58984	8469.773438	9304.672852	269759.5938	1830.787614
1291.724609	35856.15234	8460.487305	9274.255859	268706.75	1828.553089
1289.087891	35623.98047	8444.566406	9204.97168	267602.3438	1830.139089
1286.451172	35346.4375	8416.329102	9243.811523	265821.6563	1826.667084
1283.8125	35366.66797	8369.151367	9236.182617	264787	1815.016198
1281.173828	35277.91797	8361.797852	9271.195313	263884.6563	1826.098496
1278.535156	34819.80859	8397.071289	9170.735352	262905.1563	1822.575565
1275.894531	35160.21875	8525.120117	9212.371094	262424.2813	1824.69983
1273.253906	34949.48828	8424.951172	9189.610352	260231.2656	1821.703065
1270.611328	35054.94531	8411.905273	9232.158203	260498.0625	1829.531609
1267.96875	34403.52734	8489.685547	9194.265625	258381.6719	1832.016694
1265.326172	34542.17969	8374.485352	9261.370117	258047.3281	1831.241676
1262.681641	34334.71484	8479.642578	9236.725586	257496.6563	1840.136797
1260.037109	34447.77344	8434.455078	9204.53418	255890.5781	1847.828527
1257.390625	34411.47266	8491.338867	9238.499023	254912.8438	1860.416795
1254.744141	34071.04688	8434.838867	9350.835938	253465.2813	1870.59967
1252.095703	34348.35938	8506.791016	9227.043945	253647.3906	1881.788722
1249.447266	33853.35156	8372.914063	9276.067383	252261.4688	1901.765616
1246.798828	34134.32031	8504.288086	9418.479492	251710.5469	1917.621728
1244.148438	34095.31641	8327.098633	9526.84082	249726.9844	1936.970233
1241.496094	33815.85156	8385.785156	9423.888672	249237.4688	1960.465349
1238.845703	33992.84766	8468.003906	9507.665039	247693.2813	1978.304365
1236.193359	33914.32031	8449.324219	9565.94043	246842.7188	1993.583853
1233.539063	34293.73047	8551.253906	9659.979492	246439.25	2020.276623
1230.884766	34003.22656	8674.78125	9848.145508	245823.1094	2045.793994
1228.230469	33532.11719	8611.794922	9876.124023	244860.8281	2077.9941
1225.574219	33660.89453	8595.911133	10184.58301	244434.6875	2102.30286
1222.916016	33760.41016	8622.381836	10314.06055	243855.4063	2140.737071
1220.259766	33965.21484	8575.458008	10506.48047	243150.375	2171.069493
1217.601563	33767.39844	8646.114258	10675.26856	242524.75	2203.478932
1214.941406	33793.44531	8708.263672	10811.04492	241881.6094	2223.867585
1212.28125	33858	8833.339844	11117.77637	241566.8281	2244.462087
1209.621094	33757.15625	8754.458984	11141.52441	241313.2656	2255.244558
1206.958984	34004.81641	8818.389648	11392.54297	240332.875	2247.924632
1204.294922	33882.38281	8688.858398	11610.54004	239072.3281	2226.661988
1201.632813	34044.42188	8718.975586	11783.34375	238570.9375	2198.729661
1198.96875	34124.71875	8781.914063	12030.16406	237739.5313	2161.867333
1196.302734	34172.125	8739.75	12289.95898	237084.0156	2112.113852
1193.636719	34167.92578	8783.883789	12271.08301	235676.8125	2065.821042
1190.96875	34778.67578	8818.614258	12557.82031	235073.8438	2023.436289
1188.302734	34713.35938	8761.479492	12693.49512	234231.2969	1981.139494
1185.632813	35008.76172	8827.108398	12813.15625	232687.5625	1954.289914
1182.964844	35461.3125	8858.041016	12952.40723	233064.6563	1930.051808
1180.292969	35663.59375	8826.222656	13122.46387	232218.75	1918.579736
1177.623047	36350.5625	8944.179688	13072.46289	231222.6406	1898.722996
1174.951172	36694.64063	8884.280273	13152.54688	230210.2656	1904.028378
1172.277344	37183.48047	8879.605469	13053.92383	229160.1563	1905.098847
1169.605469	37706.59766	9044.183594	12982.47852	228307.9688	1923.350542
1166.929688	38652.83594	8970.283203	13069.05176	227934.875	1934.317052
1164.253906	39503.14844	8977.729492	13135.94434	226388.2813	1950.30987
1161.578125	40270.71094	9040.288086	13002.87695	225495.6094	1971.228524
1158.902344	41630.80078	9033.695313	13058.53711	224796.7813	1994.706979
1156.224609	42821.03906	9143.807617	12955.44922	223800.5469	2026.176224
1153.544922	43937.72656	9020.518555	12883.22266	223310.75	2049.812387
1150.865234	45531.39453	9232.261719	12990.17578	221826.6406	2077.006176
1148.185547	47107.25781	9373.915039	12833.10352	221048.5625	2117.299137
1145.503906	48899.36719	9237.611328	12758.18066	220427.5781	2147.019966
1142.822266	50816.16797	9381.96582	12714.0625	219235.5469	2191.715276
1140.138672	53023.41016	9286.744141	12766.87988	218715.1719	2233.816773
1137.455078	55273.96094	9360.191406	12585.84766	216699.9688	2289.310034
1134.771484	58038.97656	9477.359375	12649.84277	217165.875	2344.894336
1132.085938	60679.34766	9506.941406	12511.78125	215909.2188	2428.656948
1129.398438	64021.60156	9579.313477	12714.41992	215416.4531	2503.943673
1126.710938	67724.5625	9570.695313	12805.28711	214757.4219	2607.591453
1124.023438	71385.17188	9727.634766	12815.17871	214127.6094	2712.493392
1121.333984	75189.42188	9776.618164	13099.34082	213513.9531	2837.002351
1118.644531	79488.5	9802.333008	13305.24609	212146.875	2950.313878
1115.955078	83966.03906	9784.356445	13501.72656	211419.875	3095.602473
1113.263672	88323.67969	9833.271484	13478.86523	210274.3906	3219.273268
1110.570313	93488.25781	9911.867188	13866.44824	210257.8125	3359.989721
1107.876953	98720.09375	9940.28418	14187.875	209035.375	3493.438004
1105.183594	103686.8984	9988.168945	14564.77441	208310.1406	3638.300367
1102.488281	108414.8984	9998.914063	14760.53125	207708.7188	3788.20373
1099.792969	113120.4063	10033.7627	14894.95313	206853.5313	3923.319556
1097.095703	117396.4297	10203.94727	15329.66895	206389.1719	4068.088964
1094.398438	120396.2891	9952.314453	15463.81934	205979.75	4218.493457
1091.701172	123119.0391	10172.44727	15911.9707	205628	4340.709081
1089.001953	124603.5313	10199.7793	16086.59961	205143.9688	4491.038617
1086.300781	125319.4688	10242.83398	16183.33691	203983.375	4628.016983
1083.601563	123497.7734	10340.47266	16305.00195	202995.6563	4751.743616
1080.898438	121308.0078	10342.73535	16643.11523	202151.0156	4904.45883
1078.197266	117649.7188	10341.29492	16711.82422	201017.3594	5061.47383
1075.492188	114060.3203	10276.96875	16678.76172	201357.5	5208.312104
1072.789063	108585.4453	10429.00977	16765.89844	200075.8906	5349.605171
1070.083984	103723.9922	10509.79004	16826.17578	199326.4688	5486.050929
1067.376953	99239.77344	10501.82324	16847.60938	198689.2656	5598.019691
1064.669922	94917.25	10509.56152	16749.88672	197815.0781	5652.95921
1061.962891	91074.80469	10723.18848	17007.68359	197112.2344	5659.597145
1059.253906	87626.125	10755.76856	16648.76172	195724.9375	5587.726432
1056.544922	84903.02344	10835.38379	16684.05273	195112.625	5485.507068
1053.833984	82286.79688	10981.36035	16694.41406	194438.875	5367.04545
1051.123047	79518.22656	11010.13281	16747.18359	193877.0938	5222.151065
1048.412109	77363.49219	11300.68457	16486.5	192957.0469	5060.040749
1045.699219	74914.3125	11517.3252	16272.05762	191890.125	4927.1518
1042.984375	72823.19531	11963.21484	16141.58008	191029.2656	4793.671056
1040.269531	70761.94531	12468.67969	16160.37207	191088.9375	4646.539946
1037.554688	69608.82031	13065.88477	15925.97559	189558.6094	4510.711399
1034.837891	67190.03906	13920.40527	15709.21289	189071.0469	4356.474976
1032.121094	65652.35156	15224.29004	15642.55273	188366.625	4219.192624
1029.402344	64431.10547	16458.35547	15357.03223	187458.4375	4072.240713
1026.683594	63555.42578	17870.00977	15181.10645	186854.2188	3945.370369
1023.962891	62467.96875	19323.03906	15035.62305	185565.5781	3830.669335
1021.242188	62828.41016	20593.19727	14982.11719	185452.9688	3729.897059
1018.521484	63025.10156	22003.08398	14890.06152	183927.625	3647.995676
1015.798828	63275.83984	23407.47461	14731.0293	183252.6406	3572.257413
1013.076172	63449.29297	24966.10742	14634.51758	182782.7656	3522.449608
1010.351563	63992.45313	26459.49609	14641.76563	182155.3125	3473.633154
1007.626953	64625.16016	28211.55664	14521.48731	181871.3281	3433.684372
1004.900391	65035.51172	29779.06445	14452.6416	180761.2031	3397.685464
1002.173828	64896.42188	32010.26758	14613.04004	181125.0469	3358.951699
999.445313	65453.96094	34286.77734	14649.60352	180231.1875	3313.975215
996.716797	65201.1875	37960.93359	14736.5332	180838.625	3269.163605
993.988281	64448.47266	42933.375	14729.98047	179630.2813	3226.937664
991.257813	63560.71094	50835.47656	14719.76563	179793.3906	3160.371482
988.525391	62497.76172	60299.60938	14725.11621	178681.2813	3111.876294
985.792969	60630.24219	68770.30469	14799.08984	179201.3906	3071.121874
983.060547	59114.25781	72807.11719	14900.45606	179734.8594	3029.416862
980.326172	58281.42578	74502.99219	15000.83984	180563.3281	3001.52275
977.591797	57837.64063	74452.57813	15012.48242	184297.375	2975.290133
974.857422	57565.02344	74991.64844	15001.26758	192538.9688	2967.378477
972.121094	57541.06641	74212.03125	14978.18164	213301.3594	2968.166116
969.382813	56965.48828	73732.46875	14941.4082	244389.75	2984.273992
966.644531	56678.77734	73808.3125	15114.64453	296395.8438	3016.786084
963.90625	55386.44141	72963.15625	15121.65527	332135.1875	3044.160256
961.166016	53554.77734	72751.75781	15139.6084	295794.9063	3041.221899
958.423828	51703.30469	72219.40625	15196.76758	232627.9375	3054.665518
955.683594	49997.08203	71134.8125	15239.29883	199717.5156	3028.896314
952.939453	47952.85547	70820.25	15259.01074	186295.75	3003.79169
950.197266	45883.50781	70330.91406	15158.42481	180639.0469	2975.024196
947.453125	44141.60547	71081.70313	14946.7666	177782.5313	2923.747581
944.707031	42354.36719	71518.73438	15059.43262	176724.5313	2863.463996
941.960938	41054.40625	72944.13281	15069.15332	175502.4219	2799.805029
939.212891	39374.86719	68024.39844	14939.625	173415.5938	2746.732366
936.464844	38224.98047	57757.32031	15097.66602	172797.5313	2701.904207
933.716797	37530.5625	47937.94922	15021.86621	172218.9531	2685.001617
930.966797	36144.69922	39442.33594	15077.94434	171586.1719	2701.507849
928.216797	35206.89453	31555.70313	14834.04883	170505.6719	2725.107781
925.464844	34129.76563	26201.93164	14887.4209	169701.1563	2754.993571
922.712891	33260.41797	23220.52734	14940.75586	168540.1563	2763.811362
919.958984	32026.59961	22060.74609	14928.67578	168416.8281	2746.653765
917.205078	31208.4043	21232.12695	14952.91113	167975.8438	2701.920085
914.451172	30081.29492	20540.15625	14860.97656	166796.4688	2603.708204
911.695313	29595.34766	20296.76367	14793.5918	166006.0938	2489.589393
908.9375	29130.56445	19998.20508	14768.86914	165118.25	2343.420328
906.179688	28903.59375	19850.32813	14738.7207	164550.0469	2196.830127
903.421875	28990.33008	19904.64258	14763.87109	163738.4063	2074.430996
900.662109	29268.16602	19564.81445	14631.36523	163356.7031	1985.674499
897.902344	29793.9707	19527.70508	14850.34277	162881.9219	1913.129808
895.140625	30486.02148	19518.68359	14560.35254	161901.2969	1897.613554
892.378906	31449.14648	19422.77344	14741.19336	160982.8438	1941.508831
889.615234	32442.40625	19410.16602	14859.4834	161479.1406	2027.792712
886.851563	33735.31641	19103.5918	14901.7168	160211.3125	2146.085689
884.085938	35005.68359	19285.49805	14994.55566	160079.0625	2272.522428
881.320313	35982.35156	18918.5918	15147.89453	158694.9375	2383.013431
878.554688	36980.07031	19030.85352	15131.25	157890	2462.795621
875.787109	37550.76172	19084.32031	15225.72363	157304.1719	2522.9307
873.017578	37799.59766	18956.23438	15309.29688	157212.6563	2574.812043
870.248047	38191.80078	19048.50391	15502.9502	156658.9688	2649.698674
867.478516	38014.29297	18789.64648	15590.88672	156110.1094	2731.183284
864.707031	37880.19531	18624.7793	15456.83008	155568.8125	2833.164425
861.935547	38169.16016	18698.11719	15712.46875	155599.6094	2951.263656
859.162109	38413.75391	18806.56641	15733.52734	155761.1094	3033.507203
856.388672	38651.87109	18598.58203	15599.54688	155167.1875	3071.114014
853.613281	38992.54297	18607.875	15802.625	155305.2344	3080.827792
850.837891	39535.64453	18596.44141	15891.17871	155654.8281	3048.884567
848.0625	39896.50391	18532.78711	15910.33984	154514.875	3007.860373
845.285156	40047.39844	18546.58398	15915.98438	152560.1406	2969.197887
842.505859	40692.19141	18581.06445	15834.33887	151464.1719	2923.627635
839.726563	41447.20313	18729.76367	15877.7793	150709.8281	2900.288031
836.947266	42397.75391	18949.40625	15780.00781	149102.5469	2890.033249
834.166016	43262.28125	19089.79297	15732.6377	148218.1406	2891.455327
831.384766	44059.73828	19644.37891	15796.73047	146878.6719	2869.671724
828.601563	44436.23047	19721.55469	15488.85156	145368.4531	2887.192397
825.818359	44756.79297	20112.11328	15678.70801	144786.9063	2896.219047
823.033203	44316.71094	20173.81836	15463.53516	143884.3125	2902.859569
820.248047	43009.02344	20173.55078	15407.35547	143546.7969	2924.31071
817.460938	42228.83984	20044.97461	15386.20215	143528.8906	2934.434449
814.673828	41707.46484	20120.08398	15417.97754	142833.7969	2972.335286
811.884766	41047.44922	19777.30469	15430.89941	142712.9531	2986.986677
809.095703	40718.59766	19675.86328	15316.53223	142759.7969	3009.532153
806.306641	40880.98828	19526.09766	15296.32031	145711.5469	3008.080609
803.515625	41112.23438	19121.13086	15259.99609	151384.4375	3016.516103
800.722656	40998.57422	18861.49219	15220.11133	167067.5156	3001.523211
797.929688	40767.71484	18416.71484	15327.05664	184691.8281	2996.860141
795.136719	40260.48047	18379.40234	15219.15918	185492.625	2995.250309
792.341797	39870.75781	18121.14258	15355.55176	187419.1406	2995.678059
789.546875	39311.37109	17756.625	15082.26563	198154.9531	2988.192965
786.75	38547.60938	17655.18555	15047.85449	202667.7344	2985.673118
783.953125	38531.48438	17648.54297	15169.86231	202537.4063	2978.070574
781.154297	38243.76563	17282.73828	15095.23535	252137.5938	2967.597289
778.355469	38476.91797	17122.59375	15005.4707	430325.0313	2944.228642
775.554688	38857.23047	17173.26563	15120.22266	492855.875	2920.134945
772.753906	39293.52344	17040.92578	15091.19727	338654.0313	2899.601197
769.953125	39990.05859	17040.72461	15325.40332	211415.7969	2874.17289
767.150391	40581.77734	16693.53906	15278.48535	174090.3594	2864.775798
764.345703	41293.47656	16673.83008	15392.98828	159958.5	2863.748663
761.541016	42261.42578	16723.66016	15614.38086	149870.2344	2867.709317
758.736328	43387.35156	16671.86719	15735.82324	144344.7031	2868.615539
755.929688	44546.38281	16616.54102	15805.5166	140722.8125	2877.919992
753.123047	45383.17578	16498.02148	15943.73145	138959.0938	2886.733838
750.314453	46612.00391	16477.50391	16099.6582	136979.2969	2900.161222
747.503906	48255.62109	16465.89453	16247.47168	135690.4531	2921.750553
744.695313	49951.53516	16449.84375	16231.49121	134117.75	2949.195575
741.882813	51374.19141	16573.43164	16325.79785	132757.7188	2994.639899
